Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
2303849;2.3858333333333333;48.85444444444445;"48°51'16.000""N 2°23'9.000""E";75111;MÉTRO CHARONNE L9;169 BOULEVARD VOLTAIRE;75011;PARIS 11E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2304489;2.357222222222222;48.87916666666667;"48°52'45.000""N 2°21'26.000""E";75110;"";162 RUE DU FBG ST DENIS;75010;PARIS 10E ARRONDISSEMENT;Immeuble;28.0;Société HLM
2304497;2.4475;48.780833333333334;"48°46'51.000""N 2°26'51.000""E";94028;"";RUE JEAN GABIN (HÔTEL NOVOTEL CRÉTEIL LE LAC);94000;CRETEIL;Bâtiment;18.0;Société Privée
2305629;2.339444444444444;48.852222222222224;"48°51'8.000""N 2°20'22.000""E";75106;MÉTRO ODEON L4 L10;1 PLACE HENRI MONDOR;75006;PARIS 6E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2305976;1.926111111111111;49.005833333333335;"49°0'21.000""N 1°55'34.000""E";78401;"";30 BOULEVARD THIERS;78250;MEULAN EN YVELINES;Pylône tubulaire;32.6;CELLNEX
2306019;1.6886111111111113;48.97972222222222;"48°58'47.000""N 1°41'19.000""E";78362;"";"11 R DE L'OUEST";78711;MANTES LA VILLE;Pylône autostable;12.0;CELLNEX
2306154;1.5105555555555554;48.98444444444444;"48°59'4.000""N 1°30'38.000""E";78344;"";"RUE PASTEUR - D37 CHÂTEAU D'EAU";78270;LOMMOYE;"Château d'eau - réservoir";40.0;"Commune, communauté de commune"
2306488;2.363611111111111;48.815555555555555;"48°48'56.000""N 2°21'49.000""E";94043;"";21-23 R PASTEUR;94270;KREMLIN BICETRE;Immeuble;30.0;BOUYGUES
2306712;2.2719444444444443;48.729166666666664;"48°43'45.000""N 2°16'19.000""E";91377;"";45 R DE LA DIVISION LECLERC ATELIERS MUNICIPAUX;91300;MASSY;Pylône autostable;30.0;SNCF Réseau
2306779;2.3694444444444445;48.98972222222222;"48°59'23.000""N 2°22'10.000""E";95585;"";1 R DE GASGOGNE;95200;SARCELLES;Immeuble;39.0;"Copropriété, Syndic, SCI"
2306833;2.4050000000000002;48.881388888888885;"48°52'53.000""N 2°24'18.000""E";93061;"";8 ALL ALBERT THOMAS;93310;PRE SAINT GERVAIS;Immeuble;41.2;BOUYGUES
2306869;2.2172222222222224;48.86833333333333;"48°52'6.000""N 2°13'2.000""E";92073;"";1 A 5 ALLEE DES OLIVIERS;92150;SURESNES;Immeuble;20.3;Société HLM
2307160;2.348888888888889;48.86361111111111;"48°51'49.000""N 2°20'56.000""E";75101;MÉTRO ETIENNE MARCEL L4;14 RUE TURBIGO;75001;PARIS 1ER ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2307197;2.362222222222222;48.86833333333333;"48°52'6.000""N 2°21'44.000""E";75110;"";16 PLACE DE LA RÉPUBLIQUE;75010;PARIS 10E ARRONDISSEMENT;Immeuble;35.6;Société Privée
2307361;2.3408333333333333;48.85194444444444;"48°51'7.000""N 2°20'27.000""E";75106;METRO ODEON;1 PLACE HENRI MONDOR;75006;PARIS 6E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2307666;2.415277777777778;48.785;"48°47'6.000""N 2°24'55.000""E";94081;"";10 RUE LEON MAUVAIS;94400;VITRY SUR SEINE;Bâtiment;30.0;Société Privée
2308408;2.2180555555555554;48.915;"48°54'54.000""N 2°13'5.000""E";92050;"";RUE DES HAUTES PATURES;92000;NANTERRE;Pylône tubulaire;30.0;Société Privée
2308618;2.1933333333333334;48.814166666666665;"48°48'51.000""N 2°11'36.000""E";92022;"";2 R DE LA FONTAINE;92370;CHAVILLE;Immeuble;34.0;"Copropriété, Syndic, SCI"
2308962;2.3716666666666666;48.92583333333333;"48°55'33.000""N 2°22'18.000""E";93066;"";15 ALLÉE DU LANGUEDOC;93200;SAINT DENIS;Immeuble;32.0;Société HLM
2308966;2.0747222222222224;48.98972222222222;"48°59'23.000""N 2°4'29.000""E";78172;"";2 PLACE GEORGE CLEMENCEAU;78700;CONFLANS SAINTE HONORINE;Immeuble;19.0;Société HLM
2309242;2.9430555555555555;48.841388888888886;"48°50'29.000""N 2°56'35.000""E";77142;"";ROUTE DE GUÉRARD;77580;CRECY LA CHAPELLE;Pylône tubulaire;25.0;ATC FRANCE
2309345;2.3449999999999998;49.00388888888889;"49°0'14.000""N 2°20'42.000""E";95539;"";RUE DE LA FORÊT STADE DE FOOT;95350;SAINT BRICE SOUS FORET;Pylône tubulaire;40.0;ATC FRANCE
2309392;2.4138888888888888;48.79694444444444;"48°47'49.000""N 2°24'50.000""E";94081;"";4 AVENUE DU PRESIDENT SALVADOR ALLENDE RUE DE SEINE;94400;VITRY SUR SEINE;Pylône tubulaire;25.0;"Copropriété, Syndic, SCI"
2310339;2.3313888888888887;48.85166666666667;"48°51'6.000""N 2°19'53.000""E";75106;MÉTRO ST SULPICE L4;65 RUE DE  RENNES;75006;PARIS 6E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2310611;2.3858333333333333;48.85444444444445;"48°51'16.000""N 2°23'9.000""E";75111;METRO CHARONNE L9;188 BD VOLTAIRE - CHARONNE - L9;75011;PARIS 11E ARRONDISSEMENT;Intérieur sous-terrain;1.0;RATP
2310614;2.3569444444444443;48.826388888888886;"48°49'35.000""N 2°21'25.000""E";75113;METRO L7 - TOLBIAC;AV ITALIE / RUE TOLBIAC;75013;PARIS 13E ARRONDISSEMENT;Intérieur sous-terrain;1.0;RATP
2311064;2.321111111111111;48.882222222222225;"48°52'56.000""N 2°19'16.000""E";75117;MÉTRO ROME L2;62 BOULEVARD DES BATIGNOLLES;75017;PARIS 17E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2311174;2.486111111111111;48.79694444444444;"48°47'49.000""N 2°29'10.000""E";94068;"";"7 TER R BARATTE CHOLET MARCHÉ D'ADAMVILLE";94100;SAINT MAUR DES FOSSES;Immeuble;26.9;"Copropriété, Syndic, SCI"
2311200;2.2875;48.84861111111111;"48°50'55.000""N 2°17'15.000""E";75115;"";61 RUE SAINT CHARLES;75015;PARIS 15E ARRONDISSEMENT;Immeuble;26.2;Société HLM
2311204;1.5477777777777777;48.940555555555555;"48°56'26.000""N 1°32'52.000""E";78444;LA COMMANDERIE;CHEMIN DE MANTES D11;78890;NEAUPHLETTE;Pylône autostable;30.0;ON TOWER FRANCE
2311210;2.4452777777777777;48.8925;"48°53'33.000""N 2°26'43.000""E";93053;"";10 CHEMIN DES GROUX;93130;NOISY LE SEC;Bâtiment;21.8;Société Privée
2311212;2.3361111111111112;48.90611111111111;"48°54'22.000""N 2°20'10.000""E";93070;"";1 RUE JEAN BAPTISTE CLEMENT;93400;SAINT OUEN SUR SEINE;Immeuble;25.5;"Copropriété, Syndic, SCI"
2311245;2.5816666666666666;48.882777777777775;"48°52'58.000""N 2°34'54.000""E";77108;"";1 RUE DU GUE DE L ABBAYE;77500;CHELLES;Immeuble;18.6;Société HLM
2311939;2.3316666666666666;48.846666666666664;"48°50'48.000""N 2°19'54.000""E";75106;"";"69, RUE MADAME";75006;PARIS 6E ARRONDISSEMENT;Immeuble;27.5;Association
2311947;2.4297222222222223;48.70361111111111;"48°42'13.000""N 2°25'47.000""E";91657;"";167 169  AVENUE HENRI BARBUSSE;91270;VIGNEUX SUR SEINE;Immeuble;19.0;Société HLM
2311949;2.3072222222222223;48.76;"48°45'36.000""N 2°18'26.000""E";92002;"";105 BIS AVENUE ARISTIDE BRIAND;92160;ANTONY;Immeuble;19.0;Société HLM
2311977;2.391111111111111;48.99722222222222;"48°59'50.000""N 2°23'28.000""E";95585;"";22 RUE DU FER A CHEVAL;95200;SARCELLES;Pylône tubulaire;35.0;SFR
2312037;2.6169444444444445;48.895833333333336;"48°53'45.000""N 2°37'1.000""E";77108;"";8 RUE TURGOT;77500;CHELLES;Immeuble;17.7;Société HLM
2312039;2.556111111111111;48.664722222222224;"48°39'53.000""N 2°33'22.000""E";77122;"";13  ALLÉE DU BEL AIR;77380;COMBS LA VILLE;Immeuble;18.8;Société HLM
2312041;1.9088888888888889;48.983333333333334;"48°59'0.000""N 1°54'32.000""E";78440;"";2 RESIDENCE DES CHENES 110 RUE GABRIEL VILAIN;78130;MUREAUX;Immeuble;16.7;Société Privée
2312802;2.611111111111111;48.79888888888889;"48°47'56.000""N 2°36'40.000""E";77373;"";24 RUE DE L ORME AU CHARRON;77340;PONTAULT COMBAULT;Immeuble;30.0;Société HLM
2312848;2.5991666666666666;48.785;"48°47'6.000""N 2°35'57.000""E";77373;"";15 R JEAN MOULIN;77340;PONTAULT COMBAULT;Mât métallique;14.0;BOUYGUES
2312928;2.055833333333333;48.76777777777778;"48°46'4.000""N 2°3'21.000""E";78297;"";3 R GALILÉE;78280;GUYANCOURT;Pylône autostable;21.5;BOUYGUES
2313137;2.4516666666666667;48.909166666666664;"48°54'33.000""N 2°27'6.000""E";93008;"";13/19 R RENÉ CAMIER;93000;BOBIGNY;Immeuble;50.0;Société HLM
2313320;2.2805555555555554;48.888333333333335;"48°53'18.000""N 2°16'50.000""E";92051;"";9 TER RUE DE ROUVRAY;92200;NEUILLY SUR SEINE;Immeuble;28.1;"Copropriété, Syndic, SCI"
2313348;2.52;48.772222222222226;"48°46'20.000""N 2°31'12.000""E";94071;"";2 CITE VERTE D206;94370;SUCY EN BRIE;Immeuble;36.0;Société HLM
2313428;2.709722222222222;48.88333333333333;"48°53'0.000""N 2°42'35.000""E";77464;"";3 ALLEE DU PARC;77400;THORIGNY SUR MARNE;Immeuble;52.0;Société HLM
2313494;2.443888888888889;48.80444444444444;"48°48'16.000""N 2°26'38.000""E";94046;METRO L8 LES JUILLIOTES;249 AV DU GENERAL LECLERC;94700;MAISONS ALFORT;Intérieur sous-terrain;1.0;RATP
2313742;2.2216666666666667;48.94027777777778;"48°56'25.000""N 2°13'18.000""E";95018;"";203/205 AV JEAN JAURÈS;95100;ARGENTEUIL;Immeuble;22.0;"Copropriété, Syndic, SCI"
2313764;2.207777777777778;48.70333333333333;"48°42'12.000""N 2°12'28.000""E";91477;"";9 RUE FRANÇOIS COPPÉE;91120;PALAISEAU;Bâtiment;19.0;TDF
2314280;2.3575;48.73888888888889;"48°44'20.000""N 2°21'27.000""E";91479;"";1 ALLÉE MARYSE BASTIÉ ORLYTECH;91550;PARAY VIEILLE POSTE;Pylône tubulaire;25.0;"CCI,Ch Metiers,Port Aut,Aérop"
2314645;2.338611111111111;48.84111111111111;"48°50'28.000""N 2°20'19.000""E";75105;"";38 R HENRI BARBUSSE;75005;PARIS 5E ARRONDISSEMENT;Immeuble;28.0;"Copropriété, Syndic, SCI"
2314769;2.583611111111111;48.874722222222225;"48°52'29.000""N 2°35'1.000""E";77108;"";45 BOULEVARD CHILPERIC;77500;CHELLES;Immeuble;17.3;Société Privée
2315107;1.9602777777777778;48.82611111111111;"48°49'34.000""N 1°57'37.000""E";78490;"";329 RUE PIERRE MENDES FRANCE;78370;PLAISIR;Immeuble;15.0;Société HLM
2315174;2.4055555555555554;48.82611111111111;"48°49'34.000""N 2°24'20.000""E";94018;"";5 PL DES MARSEILLAIS;94220;CHARENTON LE PONT;Immeuble;31.6;"Copropriété, Syndic, SCI"
2315268;2.5494444444444446;48.665;"48°39'54.000""N 2°32'58.000""E";77122;"";1 PL HOTTINGER;77380;COMBS LA VILLE;Pylône tubulaire;20.6;CELLNEX
2315300;2.589444444444444;48.90361111111111;"48°54'13.000""N 2°35'22.000""E";77108;"";29 AVENUE GAY LUSSAC;77500;CHELLES;Immeuble;18.0;Société HLM
2315522;2.4694444444444446;48.85333333333333;"48°51'12.000""N 2°28'10.000""E";94033;"";274 AVENUE DE LA REPUBLIQUE;94120;FONTENAY SOUS BOIS;Immeuble;18.0;"Copropriété, Syndic, SCI"
2315751;2.5408333333333335;48.833888888888886;"48°50'2.000""N 2°32'27.000""E";94079;"";3 RUE FERDINAND BUISSON;94350;VILLIERS SUR MARNE;Immeuble;27.0;Société HLM
2316441;2.401388888888889;48.843333333333334;"48°50'36.000""N 2°24'5.000""E";75112;"";31 37 BOULEVARD PICPUS;75012;PARIS 12E ARRONDISSEMENT;Bâtiment;37.0;Etablissement de soins
2316443;2.3675;48.84638888888889;"48°50'47.000""N 2°22'3.000""E";75112;"";100 QUAI DE LA RAPEE;75012;PARIS 12E ARRONDISSEMENT;Bâtiment;32.5;Société Privée
2316445;2.368888888888889;48.8475;"48°50'51.000""N 2°22'8.000""E";75112;"";246 RUE DE BERCY;75012;PARIS 12E ARRONDISSEMENT;Bâtiment;40.0;Société Privée
2316447;2.296388888888889;48.87972222222222;"48°52'47.000""N 2°17'47.000""E";75117;"";16 RUE SAUSSIER LEROY;75017;PARIS 17E ARRONDISSEMENT;Bâtiment;30.0;Société HLM
2316590;2.355277777777778;48.880833333333335;"48°52'51.000""N 2°21'19.000""E";75110;RER GARE DU NORD;PLACE NAPOLEON III;75010;PARIS 10E ARRONDISSEMENT;Intérieur galerie;9.0;SNCF
2316640;2.4027777777777777;48.963055555555556;"48°57'47.000""N 2°24'10.000""E";95268;"";57 AV DE STALINGRAD;95140;GARGES LES GONESSE;Immeuble;16.0;Société Privée
2317841;2.4813888888888886;48.69611111111111;"48°41'46.000""N 2°28'53.000""E";91691;"";7 RUE JEAN JAURES;91330;YERRES;Immeuble;17.0;"Copropriété, Syndic, SCI"
2318585;2.2775;48.85111111111111;"48°51'4.000""N 2°16'39.000""E";75116;"";8 10 AVENUE DE VERSAILLES;75016;PARIS 16E ARRONDISSEMENT;Immeuble;28.6;"Copropriété, Syndic, SCI"
2318601;2.3794444444444443;48.885;"48°53'6.000""N 2°22'46.000""E";75119;METRO LAUMIERE L5;34 34 AVENUE DE LAUMIÉRE;75019;PARIS 19E ARRONDISSEMENT;Intérieur sous-terrain;0.0;SNCF
2318826;2.3225;48.843333333333334;"48°50'36.000""N 2°19'21.000""E";75115;METRO MONTPAR BIENVENUEL6 L13;32 AVENUE DU MAINE PLACE BIENVENUE;75015;PARIS 15E ARRONDISSEMENT;Intérieur sous-terrain;0.0;SNCF
2318856;2.361111111111111;48.714166666666664;"48°42'51.000""N 2°21'40.000""E";91479;"";18 RUE DES MARRONNIERS;91550;PARAY VIEILLE POSTE;Immeuble;16.4;Société HLM
2319219;2.0344444444444445;49.02444444444444;"49°1'28.000""N 2°2'4.000""E";95637;STADE DE BASEBALL;CHEM DES DOUCERONS STADE DE BASEBALL;95490;VAUREAL;Pylône autostable;24.0;"CCI,Ch Metiers,Port Aut,Aérop"
2320373;1.7230555555555556;48.98388888888889;"48°59'2.000""N 1°43'23.000""E";78361;"";10 RUE DU COTEAU;78200;MANTES LA JOLIE;Immeuble;19.8;Société HLM
2321825;2.3725;48.73555555555556;"48°44'8.000""N 2°22'21.000""E";94054;"";1 R DES TRANSITAIRES;94310;ORLY;Pylône tubulaire;25.0;"CCI,Ch Metiers,Port Aut,Aérop"
2321845;2.600833333333333;48.95111111111111;"48°57'4.000""N 2°36'3.000""E";77514;"";1 BOULEVARD DE L OURCQ;77270;VILLEPARISIS;Immeuble;15.3;"Copropriété, Syndic, SCI"
2322272;2.2872222222222223;48.87083333333333;"48°52'15.000""N 2°17'14.000""E";75116;"";5 RUE LEROUX;75016;PARIS 16E ARRONDISSEMENT;Bâtiment;36.0;"Copropriété, Syndic, SCI"
2322280;2.2380555555555555;48.89944444444444;"48°53'58.000""N 2°14'17.000""E";92026;"";67 AVENUE DE L ARCHE;92400;COURBEVOIE;Immeuble;40.6;Société HLM
2322282;2.3294444444444444;48.929722222222225;"48°55'47.000""N 2°19'46.000""E";92078;"";6 RUE HECTOR BERLIOZ;92390;VILLENEUVE LA GARENNE;Bâtiment;32.2;Société HLM
2322493;2.3494444444444444;48.925555555555555;"48°55'32.000""N 2°20'58.000""E";93066;"";70 BOULEVARD ANATOLE FRANCE;93200;SAINT DENIS;Bâtiment;17.7;"Copropriété, Syndic, SCI"
2322890;2.238888888888889;48.897777777777776;"48°53'52.000""N 2°14'20.000""E";92026;"";5 PLACE DES TROIS FRERES LEBEUF;92400;COURBEVOIE;Immeuble;27.0;Société HLM
2323066;2.129166666666667;48.8375;"48°50'15.000""N 2°7'45.000""E";78126;"";AVENUE DU PUITS D ANGLE;78170;CELLE SAINT CLOUD;Immeuble;21.0;Société HLM
2323422;2.353888888888889;48.83138888888889;"48°49'53.000""N 2°21'14.000""E";75113;"";6 BOULEVARD AUGUSTE BLANQUI;75013;PARIS 13E ARRONDISSEMENT;Bâtiment;38.0;Société HLM
2323426;2.323888888888889;48.885555555555555;"48°53'8.000""N 2°19'26.000""E";75117;"";14 RUE NOLLET;75017;PARIS 17E ARRONDISSEMENT;Bâtiment;30.7;Société HLM
2323658;2.213611111111111;48.87388888888889;"48°52'26.000""N 2°12'49.000""E";92073;"";24  FORT MONT VALÉRIEN;92150;SURESNES;Bâtiment;30.0;"Ets public , Minist, Synd mixt"
2324165;2.298611111111111;48.84888888888889;"48°50'56.000""N 2°17'55.000""E";75115;MÉTRO LA MOTTE PICQUET L6810;115 BOULEVARD DE GRENELLE;75015;PARIS 15E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2324705;2.317222222222222;48.841388888888886;"48°50'29.000""N 2°19'2.000""E";75115;MUSEE DE LA POSTE;34 BOULEVARD DE VAUGIRAD;75015;PARIS 15E ARRONDISSEMENT;Bâtiment;42.0;ORANGE
2325399;1.613611111111111;48.87083333333333;"48°52'15.000""N 1°36'49.000""E";78163;LA CROIX BUISSET;CHEMIN RURAL N°3;78910;CIVRY LA FORET;Pylône autostable;30.0;ATC FRANCE
2326356;1.9700000000000002;48.78333333333333;"48°47'0.000""N 1°58'12.000""E";78208;LE SAUVAGEOT;12 RUE JEAN MONNET;78990;ELANCOURT;Pylône tubulaire;32.7;ON TOWER FRANCE
2326358;1.9502777777777778;48.96666666666667;"48°58'0.000""N 1°57'1.000""E";78140;"";57 CHEMIN DES CHAINÉES;78130;CHAPET;Pylône autostable;32.0;ON TOWER FRANCE
2326755;2.512777777777778;48.882777777777775;"48°52'58.000""N 2°30'46.000""E";93077;"";"84BIS, GRANDE RUE";93250;VILLEMOMBLE;Immeuble;15.0;Particulier
2326771;2.1875;49.02972222222222;"49°1'47.000""N 2°11'15.000""E";95060;"";AVENUE DES CHÂTAIGNIERS;95550;BESSANCOURT;Pylône autostable;38.0;CELLNEX
2327257;2.346388888888889;48.860277777777775;"48°51'37.000""N 2°20'47.000""E";75101;MÉTRO CHATELET L7 L11;RUE DES HALLES;75001;PARIS 1ER ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2327430;3.191388888888889;48.78916666666667;"48°47'21.000""N 3°11'29.000""E";77436;"";CHEMIN MONDOLLOT;77169;SAINT SIMEON;Pylône tubulaire;40.0;SFR
2327662;2.4994444444444444;48.867222222222225;"48°52'2.000""N 2°29'58.000""E";93064;"";6 RUE DE MULHOUSE;93110;ROSNY SOUS BOIS;Immeuble;42.0;Société HLM
2327769;2.040277777777778;48.97416666666667;"48°58'27.000""N 2°2'25.000""E";78138;COMPLEXE SPORTIF  DAVID DOUILL;"RUE D'ALENTOURS";78570;CHANTELOUP LES VIGNES;Pylône tubulaire;32.2;"Commune, communauté de commune"
2328117;2.164722222222222;48.94166666666667;"48°56'30.000""N 2°9'53.000""E";78586;"";33 AVENUE MAURICE BERTEAUX;78500;SARTROUVILLE;Immeuble;18.8;Société HLM
2329566;2.3905555555555553;48.901944444444446;"48°54'7.000""N 2°23'26.000""E";93055;"";44T AV JEAN JAURES;93500;PANTIN;Immeuble;28.8;Société Privée
2329568;2.392777777777778;48.90555555555556;"48°54'20.000""N 2°23'34.000""E";93001;"";36 RUE TREVET;93300;AUBERVILLIERS;Immeuble;34.5;Société Privée
2329840;2.3452777777777776;48.844166666666666;"48°50'39.000""N 2°20'43.000""E";75105;"";"15-17 RUE D'ULM FOYER FRANCO-LIBANAIS";75005;PARIS 5E ARRONDISSEMENT;Immeuble;29.0;Association
2329845;2.5416666666666665;49.015;"49°0'54.000""N 2°32'30.000""E";77282;ROISSY-CDG;TERMINAL 1;77990;MAUREGARD;Bâtiment;57.0;"CCI,Ch Metiers,Port Aut,Aérop"
2330906;1.9233333333333333;48.76;"48°45'36.000""N 1°55'24.000""E";78383;"";13 R LAVOISIER;78310;MAUREPAS;Pylône tubulaire;25.0;BOUYGUES
2331340;2.3761111111111113;48.93361111111111;"48°56'1.000""N 2°22'34.000""E";93066;"";12 RUE DU CHEMIN BASSET;93200;SAINT DENIS;Bâtiment;20.2;"Copropriété, Syndic, SCI"
2331443;1.5958333333333332;49.035555555555554;"49°2'8.000""N 1°35'45.000""E";78255;"";6 RUE DES ALPES;78840;FRENEUSE;Bâtiment;15.5;ATC FRANCE
2331572;2.2605555555555554;48.948055555555555;"48°56'53.000""N 2°15'38.000""E";95018;"";"4 RUE DE LA GRANDE CEINTURE RUE D'ÉPINAY";95100;ARGENTEUIL;Immeuble;19.0;Société HLM
2331795;2.3541666666666665;48.863055555555555;"48°51'47.000""N 2°21'15.000""E";75103;"";61  63 RUE BEAUBOURG;75003;PARIS 3E ARRONDISSEMENT;Immeuble;33.8;Société Privée
2334140;2.379722222222222;48.82555555555555;"48°49'32.000""N 2°22'47.000""E";75113;"";5-7 RUE LOUISE BOURGEOIS;75013;PARIS 13E ARRONDISSEMENT;Immeuble;25.4;Société Privée
2334142;2.279166666666667;48.855;"48°51'18.000""N 2°16'45.000""E";75116;"";2 AV DU COLONEL BONNET;75016;PARIS 16E ARRONDISSEMENT;Immeuble;33.5;"Copropriété, Syndic, SCI"
2334144;2.410833333333333;48.87694444444445;"48°52'37.000""N 2°24'39.000""E";75120;"";26 AVENUE DU DR GLEY;75020;PARIS 20E ARRONDISSEMENT;Immeuble;34.2;Société Privée
2334154;2.5555555555555554;48.83555555555556;"48°50'8.000""N 2°33'20.000""E";93051;LE SENTIER DE LA CULOTTE;20 RUE VAUBAN;93160;NOISY LE GRAND;Pylône tubulaire;31.0;ON TOWER FRANCE
2334263;2.133611111111111;49.06388888888889;"49°3'50.000""N 2°8'1.000""E";95572;"";"102 RUE D'EPLUCHES";95310;SAINT OUEN L AUMONE;pylône arbre;30.0;SFR
2334867;2.9505555555555554;48.90888888888889;"48°54'32.000""N 2°57'2.000""E";77049;"";CHEMIN DE BEAUCHERET A4;77470;BOUTIGNY;Pylône autostable;32.6;TDF
2335269;2.2258333333333336;48.906666666666666;"48°54'24.000""N 2°13'33.000""E";92050;"";50 RUE NOËL PONS;92000;NANTERRE;Bâtiment;25.0;Société Privée
2335273;2.3152777777777778;48.8575;"48°51'27.000""N 2°18'55.000""E";75107;METRO VARENNE L13;BOULEVARD DES INVALIDES;75007;PARIS 7E ARRONDISSEMENT;Intérieur sous-terrain;0.0;RATP
2335654;2.4963888888888888;48.908055555555556;"48°54'29.000""N 2°29'47.000""E";93057;"";64 AV ARISTIDE BRIAND;93320;PAVILLONS SOUS BOIS;Immeuble;24.0;"Copropriété, Syndic, SCI"
2335751;1.5274999999999999;48.92916666666667;"48°55'45.000""N 1°31'39.000""E";78444;LE BLANC FOSSÉ;"LE MOULIN DE L'ÉTANGE";78980;NEAUPHLETTE;Pylône autostable;30.0;TOTEM
2335901;2.0388888888888888;48.808055555555555;"48°48'29.000""N 2°2'20.000""E";78242;"";AV GEORGES POMPIDOU PARKING GEORGES POMPIDOU;78330;FONTENAY LE FLEURY;Pylône tubulaire;39.4;CELLNEX
2335955;2.3241666666666667;48.995555555555555;"48°59'44.000""N 2°19'27.000""E";95428;"";22 RUE GALLIENI;95160;MONTMORENCY;Bâtiment;10.3;Particulier
2336327;2.398888888888889;48.85722222222222;"48°51'26.000""N 2°23'56.000""E";75120;"";50 RUE DE BAGNOLET;75020;PARIS 20E ARRONDISSEMENT;Immeuble;28.2;Société Privée
2336799;1.9347222222222222;48.986111111111114;"48°59'10.000""N 1°56'5.000""E";78440;"";1 RUE BAPTISTE MARCET;78130;MUREAUX;Bâtiment;10.6;Etablissement de soins
2337497;1.7105555555555556;48.98166666666667;"48°58'54.000""N 1°42'38.000""E";78362;"";2 R DE NORMANDIE 37 BIS AV J.JAURES;78711;MANTES LA VILLE;Immeuble;22.8;Société HLM
2338413;2.0119444444444445;49.0325;"49°1'57.000""N 2°0'43.000""E";95637;"";40 AVENUE AUGUSTE BLANQUI;95490;VAUREAL;Pylône autostable;26.5;CELLNEX
2338534;2.277222222222222;48.84222222222222;"48°50'32.000""N 2°16'38.000""E";75115;"";4 6 8 RUE PIC DE LA BARRETTE;75015;PARIS 15E ARRONDISSEMENT;Bâtiment;28.9;Société HLM
2338536;2.1880555555555556;48.6975;"48°41'51.000""N 2°11'17.000""E";91471;"";24 RUE DE PARIS;91400;ORSAY;Bâtiment;15.6;La Poste
2338558;2.4455555555555555;48.80694444444445;"48°48'25.000""N 2°26'44.000""E";94046;"";134B AV DE LA REPUBLIQUE;94700;MAISONS ALFORT;Immeuble;17.0;BOUYGUES
2338778;2.4080555555555554;48.8875;"48°53'15.000""N 2°24'29.000""E";93061;"";43 45 RUE GABRIEL PERI;93310;PRE SAINT GERVAIS;Immeuble;49.0;Société HLM
2339316;2.5219444444444443;48.85944444444444;"48°51'34.000""N 2°31'19.000""E";93050;"";4 PL DE LA GARE;93330;NEUILLY SUR MARNE;Immeuble;28.0;"Copropriété, Syndic, SCI"
2339698;2.332777777777778;48.88361111111111;"48°53'1.000""N 2°19'58.000""E";75118;MÉTRO BLANCHE L2;80 BD DE CLICHY - BLANCHE - L2;75018;PARIS 18E ARRONDISSEMENT;Intérieur sous-terrain;1.0;RATP
2341055;2.346388888888889;48.867777777777775;"48°52'4.000""N 2°20'47.000""E";75102;"";"65 R D'ABOUKIR";75002;PARIS 2E ARRONDISSEMENT;Immeuble;15.0;"Copropriété, Syndic, SCI"
2342572;2.341388888888889;48.850833333333334;"48°51'3.000""N 2°20'29.000""E";75106;"";"13 R DE L'ÉCOLE DE MEDECINE";75006;PARIS 6E ARRONDISSEMENT;Immeuble;15.0;Société HLM
2342574;2.3069444444444445;48.85666666666667;"48°51'24.000""N 2°18'25.000""E";75107;"";18 R DUVIVIER;75007;PARIS 7E ARRONDISSEMENT;Bâtiment;16.0;Conseil Départemental
2342598;2.283611111111111;48.84722222222222;"48°50'50.000""N 2°17'1.000""E";75115;"";8 RUE DES 4 FRÈRES PEIGNOT;75015;PARIS 15E ARRONDISSEMENT;Immeuble;26.6;Société HLM
2342600;2.1347222222222224;48.89277777777778;"48°53'34.000""N 2°8'5.000""E";78650;"";26 RUE DU MARECHAL FOCH;78110;VESINET;Immeuble;17.8;Société HLM
2342613;2.3375;48.86638888888889;"48°51'59.000""N 2°20'15.000""E";75101;"";47 R DE MONTPENSIER;75001;PARIS 1ER ARRONDISSEMENT;Immeuble;20.0;"Copropriété, Syndic, SCI"
2344117;2.3158333333333334;48.89361111111111;"48°53'37.000""N 2°18'57.000""E";75117;"";190 AV DE CLICHY;75017;PARIS 17E ARRONDISSEMENT;Immeuble;41.0;Société Privée
2345019;2.1269444444444443;48.70166666666667;"48°42'6.000""N 2°7'37.000""E";91272;"";27 RUE JULIETTE ADAM;91190;GIF SUR YVETTE;Bâtiment;14.0;Société Privée
2346423;2.5236111111111112;48.8225;"48°49'21.000""N 2°31'25.000""E";94017;"";"102 CHEM DU PRÉ L'ETANG PROLONGÉ";94500;CHAMPIGNY SUR MARNE;Immeuble;16.9;BOUYGUES
2346430;2.6458333333333335;48.995555555555555;"48°59'44.000""N 2°38'45.000""E";77123;"";R ELISABETH BOSELLI;77290;COMPANS;Pylône autostable;24.0;Société Privée
